V, Td, I
279.0, 308.1887565490111, 6.995884773662552e-06
279.0, 308.1887565490111, 6.995884773662552e-06
279.0, 308.1887565490111, 6.995884773662552e-06
278.0, 308.1887565490111, 6.995884773662552e-06
273.0, 308.1887565490111, 6.995884773662552e-06
270.0, 308.1887565490111, 6.995884773662552e-06
268.0, 308.1887565490111, 6.995884773662552e-06
267.0, 308.1887565490111, 6.995884773662552e-06
266.0, 308.1887565490111, 6.995884773662552e-06
265.0, 308.1887565490111, 6.995884773662552e-06
265.0, 308.1887565490111, 6.995884773662552e-06
264.0, 308.1887565490111, 6.995884773662552e-06
263.0, 308.1887565490111, 6.995884773662552e-06
263.0, 308.1887565490111, 6.995884773662552e-06
262.0, 308.1887565490111, 6.995884773662552e-06
262.0, 308.1887565490111, 6.995884773662552e-06
261.0, 308.1887565490111, 6.995884773662552e-06
261.0, 308.1887565490111, 6.995884773662552e-06
260.0, 308.1887565490111, 6.995884773662552e-06
260.0, 308.1887565490111, 6.995884773662552e-06
259.0, 312.7209441453201, 7.098765432098766e-06
258.0, 312.7209441453201, 7.098765432098766e-06
258.0, 312.7209441453201, 7.098765432098766e-06
258.0, 308.1887565490111, 6.995884773662552e-06
257.0, 312.7209441453201, 7.098765432098766e-06
257.0, 312.7209441453201, 7.098765432098766e-06
252.0, 312.7209441453201, 7.098765432098766e-06
248.0, 312.7209441453201, 7.098765432098766e-06
244.0, 312.7209441453201, 7.098765432098766e-06
241.0, 312.7209441453201, 7.098765432098766e-06
239.0, 312.7209441453201, 7.098765432098766e-06
236.0, 312.7209441453201, 7.098765432098766e-06
235.0, 312.7209441453201, 7.098765432098766e-06
233.0, 312.7209441453201, 7.098765432098766e-06
230.0, 317.2531317416291, 7.20164609053498e-06
229.0, 317.2531317416291, 7.20164609053498e-06
228.0, 317.2531317416291, 7.20164609053498e-06
226.0, 317.2531317416291, 7.20164609053498e-06
225.0, 317.2531317416291, 7.20164609053498e-06
223.0, 317.2531317416291, 7.20164609053498e-06
222.0, 317.2531317416291, 7.20164609053498e-06
221.0, 317.2531317416291, 7.20164609053498e-06
220.0, 317.2531317416291, 7.20164609053498e-06
218.0, 317.2531317416291, 7.20164609053498e-06
216.0, 321.7853193379381, 7.304526748971195e-06
215.0, 321.7853193379381, 7.304526748971195e-06
214.0, 321.7853193379381, 7.304526748971195e-06
213.0, 321.7853193379381, 7.304526748971195e-06
212.0, 321.7853193379381, 7.304526748971195e-06
210.0, 321.7853193379381, 7.304526748971195e-06
210.0, 321.7853193379381, 7.304526748971195e-06
209.0, 321.7853193379381, 7.304526748971195e-06
208.0, 321.7853193379381, 7.304526748971195e-06
207.0, 321.7853193379381, 7.304526748971195e-06
206.0, 321.7853193379381, 7.304526748971195e-06
205.0, 321.7853193379381, 7.304526748971195e-06
203.0, 326.3175069342471, 7.407407407407408e-06
203.0, 321.7853193379381, 7.304526748971195e-06
202.0, 326.3175069342471, 7.407407407407408e-06
202.0, 321.7853193379381, 7.304526748971195e-06
201.0, 326.3175069342471, 7.407407407407408e-06
200.0, 326.3175069342471, 7.407407407407408e-06
199.0, 326.3175069342471, 7.407407407407408e-06
198.0, 326.3175069342471, 7.407407407407408e-06
198.0, 326.3175069342471, 7.407407407407408e-06
197.0, 326.3175069342471, 7.407407407407408e-06
197.0, 326.3175069342471, 7.407407407407408e-06
196.0, 326.3175069342471, 7.407407407407408e-06
195.0, 326.3175069342471, 7.407407407407408e-06
194.0, 326.3175069342471, 7.407407407407408e-06
194.0, 326.3175069342471, 7.407407407407408e-06
193.0, 326.3175069342471, 7.407407407407408e-06
192.0, 326.3175069342471, 7.407407407407408e-06
192.0, 326.3175069342471, 7.407407407407408e-06
191.0, 326.3175069342471, 7.407407407407408e-06
191.0, 326.3175069342471, 7.407407407407408e-06
191.0, 326.3175069342471, 7.407407407407408e-06
190.0, 326.3175069342471, 7.407407407407408e-06
189.0, 326.3175069342471, 7.407407407407408e-06
188.0, 326.3175069342471, 7.407407407407408e-06
188.0, 326.3175069342471, 7.407407407407408e-06
188.0, 326.3175069342471, 7.407407407407408e-06
187.0, 330.84969453055606, 7.510288065843621e-06
186.0, 330.84969453055606, 7.510288065843621e-06
187.0, 326.3175069342471, 7.407407407407408e-06
185.0, 330.84969453055606, 7.510288065843621e-06
185.0, 330.84969453055606, 7.510288065843621e-06
186.0, 330.84969453055606, 7.510288065843621e-06
185.0, 330.84969453055606, 7.510288065843621e-06
184.0, 330.84969453055606, 7.510288065843621e-06
184.0, 330.84969453055606, 7.510288065843621e-06
183.0, 330.84969453055606, 7.510288065843621e-06
183.0, 330.84969453055606, 7.510288065843621e-06
182.0, 330.84969453055606, 7.510288065843621e-06
182.0, 330.84969453055606, 7.510288065843621e-06
181.0, 330.84969453055606, 7.510288065843621e-06
181.0, 330.84969453055606, 7.510288065843621e-06
182.0, 330.84969453055606, 7.510288065843621e-06
181.0, 330.84969453055606, 7.510288065843621e-06
181.0, 330.84969453055606, 7.510288065843621e-06
180.0, 330.84969453055606, 7.510288065843621e-06
180.0, 330.84969453055606, 7.510288065843621e-06
180.0, 330.84969453055606, 7.510288065843621e-06
180.0, 330.84969453055606, 7.510288065843621e-06
180.0, 330.84969453055606, 7.510288065843621e-06
180.0, 330.84969453055606, 7.510288065843621e-06
180.0, 330.84969453055606, 7.510288065843621e-06
179.0, 330.84969453055606, 7.510288065843621e-06
179.0, 330.84969453055606, 7.510288065843621e-06
178.0, 330.84969453055606, 7.510288065843621e-06
179.0, 330.84969453055606, 7.510288065843621e-06
178.0, 330.84969453055606, 7.510288065843621e-06
177.0, 330.84969453055606, 7.510288065843621e-06
177.0, 330.84969453055606, 7.510288065843621e-06
177.0, 330.84969453055606, 7.510288065843621e-06
177.0, 330.84969453055606, 7.510288065843621e-06
177.0, 330.84969453055606, 7.510288065843621e-06
179.0, 330.84969453055606, 7.510288065843621e-06
188.0, 330.84969453055606, 7.510288065843621e-06
187.0, 330.84969453055606, 7.510288065843621e-06
184.0, 330.84969453055606, 7.510288065843621e-06
180.0, 330.84969453055606, 7.510288065843621e-06
197.0, 330.84969453055606, 7.510288065843621e-06
197.0, 330.84969453055606, 7.510288065843621e-06
188.0, 330.84969453055606, 7.510288065843621e-06
183.0, 330.84969453055606, 7.510288065843621e-06
180.0, 330.84969453055606, 7.510288065843621e-06
178.0, 330.84969453055606, 7.510288065843621e-06
176.0, 335.38188212686504, 7.613168724279835e-06
177.0, 330.84969453055606, 7.510288065843621e-06
177.0, 330.84969453055606, 7.510288065843621e-06
177.0, 330.84969453055606, 7.510288065843621e-06
176.0, 330.84969453055606, 7.510288065843621e-06
176.0, 330.84969453055606, 7.510288065843621e-06
175.0, 330.84969453055606, 7.510288065843621e-06
175.0, 330.84969453055606, 7.510288065843621e-06
174.0, 335.38188212686504, 7.613168724279835e-06
175.0, 330.84969453055606, 7.510288065843621e-06
173.0, 335.38188212686504, 7.613168724279835e-06
174.0, 330.84969453055606, 7.510288065843621e-06
173.0, 335.38188212686504, 7.613168724279835e-06
172.0, 335.38188212686504, 7.613168724279835e-06
173.0, 330.84969453055606, 7.510288065843621e-06
172.0, 335.38188212686504, 7.613168724279835e-06
172.0, 335.38188212686504, 7.613168724279835e-06
174.0, 330.84969453055606, 7.510288065843621e-06
172.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
172.0, 335.38188212686504, 7.613168724279835e-06
185.0, 335.38188212686504, 7.613168724279835e-06
189.0, 330.84969453055606, 7.510288065843621e-06
183.0, 330.84969453055606, 7.510288065843621e-06
179.0, 330.84969453055606, 7.510288065843621e-06
177.0, 330.84969453055606, 7.510288065843621e-06
175.0, 330.84969453055606, 7.510288065843621e-06
175.0, 330.84969453055606, 7.510288065843621e-06
174.0, 330.84969453055606, 7.510288065843621e-06
172.0, 335.38188212686504, 7.613168724279835e-06
172.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
172.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
172.0, 335.38188212686504, 7.613168724279835e-06
172.0, 335.38188212686504, 7.613168724279835e-06
172.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
169.0, 335.38188212686504, 7.613168724279835e-06
169.0, 335.38188212686504, 7.613168724279835e-06
168.0, 335.38188212686504, 7.613168724279835e-06
169.0, 335.38188212686504, 7.613168724279835e-06
169.0, 335.38188212686504, 7.613168724279835e-06
169.0, 335.38188212686504, 7.613168724279835e-06
169.0, 335.38188212686504, 7.613168724279835e-06
168.0, 335.38188212686504, 7.613168724279835e-06
168.0, 335.38188212686504, 7.613168724279835e-06
168.0, 335.38188212686504, 7.613168724279835e-06
168.0, 335.38188212686504, 7.613168724279835e-06
168.0, 335.38188212686504, 7.613168724279835e-06
167.0, 335.38188212686504, 7.613168724279835e-06
160.0, 335.38188212686504, 7.613168724279835e-06
155.0, 335.38188212686504, 7.613168724279835e-06
149.0, 339.91406972317395, 7.71604938271605e-06
146.0, 339.91406972317395, 7.71604938271605e-06
143.0, 339.91406972317395, 7.71604938271605e-06
140.0, 339.91406972317395, 7.71604938271605e-06
138.0, 339.91406972317395, 7.71604938271605e-06
135.0, 339.91406972317395, 7.71604938271605e-06
132.0, 344.446257319483, 7.818930041152263e-06
131.0, 344.446257319483, 7.818930041152263e-06
129.0, 344.446257319483, 7.818930041152263e-06
128.0, 344.446257319483, 7.818930041152263e-06
127.0, 344.446257319483, 7.818930041152263e-06
125.0, 344.446257319483, 7.818930041152263e-06
124.0, 344.446257319483, 7.818930041152263e-06
128.0, 344.446257319483, 7.818930041152263e-06
136.0, 344.446257319483, 7.818930041152263e-06
141.0, 344.446257319483, 7.818930041152263e-06
142.0, 344.446257319483, 7.818930041152263e-06
140.0, 344.446257319483, 7.818930041152263e-06
139.0, 344.446257319483, 7.818930041152263e-06
141.0, 344.446257319483, 7.818930041152263e-06
143.0, 344.446257319483, 7.818930041152263e-06
144.0, 344.446257319483, 7.818930041152263e-06
145.0, 344.446257319483, 7.818930041152263e-06
145.0, 344.446257319483, 7.818930041152263e-06
146.0, 344.446257319483, 7.818930041152263e-06
147.0, 344.446257319483, 7.818930041152263e-06
148.0, 344.446257319483, 7.818930041152263e-06
148.0, 344.446257319483, 7.818930041152263e-06
149.0, 344.446257319483, 7.818930041152263e-06
153.0, 339.91406972317395, 7.71604938271605e-06
153.0, 344.446257319483, 7.818930041152263e-06
153.0, 339.91406972317395, 7.71604938271605e-06
153.0, 344.446257319483, 7.818930041152263e-06
154.0, 339.91406972317395, 7.71604938271605e-06
154.0, 339.91406972317395, 7.71604938271605e-06
154.0, 339.91406972317395, 7.71604938271605e-06
155.0, 339.91406972317395, 7.71604938271605e-06
155.0, 339.91406972317395, 7.71604938271605e-06
156.0, 339.91406972317395, 7.71604938271605e-06
156.0, 339.91406972317395, 7.71604938271605e-06
156.0, 339.91406972317395, 7.71604938271605e-06
156.0, 339.91406972317395, 7.71604938271605e-06
156.0, 339.91406972317395, 7.71604938271605e-06
157.0, 339.91406972317395, 7.71604938271605e-06
158.0, 339.91406972317395, 7.71604938271605e-06
160.0, 339.91406972317395, 7.71604938271605e-06
162.0, 339.91406972317395, 7.71604938271605e-06
163.0, 339.91406972317395, 7.71604938271605e-06
164.0, 339.91406972317395, 7.71604938271605e-06
165.0, 339.91406972317395, 7.71604938271605e-06
165.0, 339.91406972317395, 7.71604938271605e-06
166.0, 339.91406972317395, 7.71604938271605e-06
167.0, 335.38188212686504, 7.613168724279835e-06
167.0, 339.91406972317395, 7.71604938271605e-06
167.0, 339.91406972317395, 7.71604938271605e-06
169.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
170.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
171.0, 335.38188212686504, 7.613168724279835e-06
172.0, 335.38188212686504, 7.613168724279835e-06
173.0, 335.38188212686504, 7.613168724279835e-06
173.0, 335.38188212686504, 7.613168724279835e-06
174.0, 335.38188212686504, 7.613168724279835e-06
174.0, 335.38188212686504, 7.613168724279835e-06
174.0, 335.38188212686504, 7.613168724279835e-06
175.0, 335.38188212686504, 7.613168724279835e-06
175.0, 335.38188212686504, 7.613168724279835e-06
176.0, 335.38188212686504, 7.613168724279835e-06
175.0, 335.38188212686504, 7.613168724279835e-06
176.0, 335.38188212686504, 7.613168724279835e-06
176.0, 335.38188212686504, 7.613168724279835e-06
177.0, 335.38188212686504, 7.613168724279835e-06
177.0, 335.38188212686504, 7.613168724279835e-06
178.0, 335.38188212686504, 7.613168724279835e-06
178.0, 335.38188212686504, 7.613168724279835e-06
178.0, 335.38188212686504, 7.613168724279835e-06
179.0, 335.38188212686504, 7.613168724279835e-06
180.0, 335.38188212686504, 7.613168724279835e-06
180.0, 335.38188212686504, 7.613168724279835e-06
180.0, 335.38188212686504, 7.613168724279835e-06
183.0, 335.38188212686504, 7.613168724279835e-06
186.0, 335.38188212686504, 7.613168724279835e-06
188.0, 335.38188212686504, 7.613168724279835e-06
189.0, 335.38188212686504, 7.613168724279835e-06
191.0, 330.84969453055606, 7.510288065843621e-06
192.0, 330.84969453055606, 7.510288065843621e-06
193.0, 330.84969453055606, 7.510288065843621e-06
194.0, 330.84969453055606, 7.510288065843621e-06
193.0, 330.84969453055606, 7.510288065843621e-06
196.0, 330.84969453055606, 7.510288065843621e-06
197.0, 330.84969453055606, 7.510288065843621e-06
197.0, 330.84969453055606, 7.510288065843621e-06
198.0, 330.84969453055606, 7.510288065843621e-06
198.0, 330.84969453055606, 7.510288065843621e-06
199.0, 330.84969453055606, 7.510288065843621e-06
200.0, 330.84969453055606, 7.510288065843621e-06
201.0, 330.84969453055606, 7.510288065843621e-06
201.0, 330.84969453055606, 7.510288065843621e-06
203.0, 326.3175069342471, 7.407407407407408e-06
202.0, 330.84969453055606, 7.510288065843621e-06
203.0, 330.84969453055606, 7.510288065843621e-06
203.0, 330.84969453055606, 7.510288065843621e-06
204.0, 330.84969453055606, 7.510288065843621e-06
205.0, 326.3175069342471, 7.407407407407408e-06
204.0, 330.84969453055606, 7.510288065843621e-06
206.0, 326.3175069342471, 7.407407407407408e-06
206.0, 326.3175069342471, 7.407407407407408e-06
207.0, 326.3175069342471, 7.407407407407408e-06
208.0, 326.3175069342471, 7.407407407407408e-06
209.0, 326.3175069342471, 7.407407407407408e-06
209.0, 326.3175069342471, 7.407407407407408e-06
209.0, 326.3175069342471, 7.407407407407408e-06
209.0, 326.3175069342471, 7.407407407407408e-06
209.0, 326.3175069342471, 7.407407407407408e-06
209.0, 326.3175069342471, 7.407407407407408e-06
209.0, 326.3175069342471, 7.407407407407408e-06
209.0, 326.3175069342471, 7.407407407407408e-06
210.0, 326.3175069342471, 7.407407407407408e-06
213.0, 326.3175069342471, 7.407407407407408e-06
215.0, 326.3175069342471, 7.407407407407408e-06
217.0, 326.3175069342471, 7.407407407407408e-06
219.0, 326.3175069342471, 7.407407407407408e-06
220.0, 326.3175069342471, 7.407407407407408e-06
220.0, 326.3175069342471, 7.407407407407408e-06
222.0, 326.3175069342471, 7.407407407407408e-06
224.0, 321.7853193379381, 7.304526748971195e-06
224.0, 321.7853193379381, 7.304526748971195e-06
225.0, 321.7853193379381, 7.304526748971195e-06
226.0, 321.7853193379381, 7.304526748971195e-06
226.0, 321.7853193379381, 7.304526748971195e-06
226.0, 321.7853193379381, 7.304526748971195e-06
227.0, 321.7853193379381, 7.304526748971195e-06
227.0, 321.7853193379381, 7.304526748971195e-06
228.0, 321.7853193379381, 7.304526748971195e-06
229.0, 321.7853193379381, 7.304526748971195e-06
229.0, 321.7853193379381, 7.304526748971195e-06
230.0, 321.7853193379381, 7.304526748971195e-06
231.0, 321.7853193379381, 7.304526748971195e-06
231.0, 321.7853193379381, 7.304526748971195e-06
231.0, 321.7853193379381, 7.304526748971195e-06
232.0, 321.7853193379381, 7.304526748971195e-06
232.0, 321.7853193379381, 7.304526748971195e-06
233.0, 321.7853193379381, 7.304526748971195e-06
233.0, 321.7853193379381, 7.304526748971195e-06
234.0, 321.7853193379381, 7.304526748971195e-06
234.0, 321.7853193379381, 7.304526748971195e-06
234.0, 321.7853193379381, 7.304526748971195e-06
235.0, 321.7853193379381, 7.304526748971195e-06
235.0, 321.7853193379381, 7.304526748971195e-06
236.0, 321.7853193379381, 7.304526748971195e-06
237.0, 317.2531317416291, 7.20164609053498e-06
238.0, 317.2531317416291, 7.20164609053498e-06
237.0, 321.7853193379381, 7.304526748971195e-06
238.0, 317.2531317416291, 7.20164609053498e-06
239.0, 317.2531317416291, 7.20164609053498e-06
238.0, 321.7853193379381, 7.304526748971195e-06
239.0, 317.2531317416291, 7.20164609053498e-06
239.0, 317.2531317416291, 7.20164609053498e-06
240.0, 317.2531317416291, 7.20164609053498e-06
240.0, 317.2531317416291, 7.20164609053498e-06
241.0, 317.2531317416291, 7.20164609053498e-06
241.0, 317.2531317416291, 7.20164609053498e-06
241.0, 317.2531317416291, 7.20164609053498e-06
242.0, 317.2531317416291, 7.20164609053498e-06
242.0, 317.2531317416291, 7.20164609053498e-06
242.0, 317.2531317416291, 7.20164609053498e-06
242.0, 317.2531317416291, 7.20164609053498e-06
243.0, 317.2531317416291, 7.20164609053498e-06
243.0, 317.2531317416291, 7.20164609053498e-06
243.0, 317.2531317416291, 7.20164609053498e-06
243.0, 317.2531317416291, 7.20164609053498e-06
243.0, 317.2531317416291, 7.20164609053498e-06
244.0, 317.2531317416291, 7.20164609053498e-06
244.0, 317.2531317416291, 7.20164609053498e-06
244.0, 317.2531317416291, 7.20164609053498e-06
245.0, 317.2531317416291, 7.20164609053498e-06
245.0, 317.2531317416291, 7.20164609053498e-06
245.0, 317.2531317416291, 7.20164609053498e-06
245.0, 317.2531317416291, 7.20164609053498e-06
245.0, 317.2531317416291, 7.20164609053498e-06
246.0, 317.2531317416291, 7.20164609053498e-06
246.0, 317.2531317416291, 7.20164609053498e-06
246.0, 317.2531317416291, 7.20164609053498e-06
247.0, 317.2531317416291, 7.20164609053498e-06
247.0, 317.2531317416291, 7.20164609053498e-06
247.0, 317.2531317416291, 7.20164609053498e-06
247.0, 317.2531317416291, 7.20164609053498e-06
247.0, 317.2531317416291, 7.20164609053498e-06
248.0, 317.2531317416291, 7.20164609053498e-06
248.0, 317.2531317416291, 7.20164609053498e-06
248.0, 317.2531317416291, 7.20164609053498e-06
248.0, 317.2531317416291, 7.20164609053498e-06
248.0, 317.2531317416291, 7.20164609053498e-06
248.0, 317.2531317416291, 7.20164609053498e-06
248.0, 317.2531317416291, 7.20164609053498e-06
249.0, 317.2531317416291, 7.20164609053498e-06
249.0, 317.2531317416291, 7.20164609053498e-06
249.0, 317.2531317416291, 7.20164609053498e-06
249.0, 317.2531317416291, 7.20164609053498e-06
250.0, 312.7209441453201, 7.098765432098766e-06
250.0, 312.7209441453201, 7.098765432098766e-06
250.0, 317.2531317416291, 7.20164609053498e-06
250.0, 317.2531317416291, 7.20164609053498e-06
250.0, 317.2531317416291, 7.20164609053498e-06
251.0, 312.7209441453201, 7.098765432098766e-06
250.0, 317.2531317416291, 7.20164609053498e-06
251.0, 312.7209441453201, 7.098765432098766e-06
250.0, 317.2531317416291, 7.20164609053498e-06
252.0, 312.7209441453201, 7.098765432098766e-06
252.0, 312.7209441453201, 7.098765432098766e-06
251.0, 317.2531317416291, 7.20164609053498e-06
252.0, 312.7209441453201, 7.098765432098766e-06
252.0, 312.7209441453201, 7.098765432098766e-06
252.0, 312.7209441453201, 7.098765432098766e-06
252.0, 312.7209441453201, 7.098765432098766e-06
253.0, 312.7209441453201, 7.098765432098766e-06
253.0, 312.7209441453201, 7.098765432098766e-06
253.0, 312.7209441453201, 7.098765432098766e-06
253.0, 312.7209441453201, 7.098765432098766e-06
253.0, 312.7209441453201, 7.098765432098766e-06
253.0, 312.7209441453201, 7.098765432098766e-06
253.0, 312.7209441453201, 7.098765432098766e-06
253.0, 312.7209441453201, 7.098765432098766e-06
253.0, 312.7209441453201, 7.098765432098766e-06
254.0, 312.7209441453201, 7.098765432098766e-06
254.0, 312.7209441453201, 7.098765432098766e-06
254.0, 312.7209441453201, 7.098765432098766e-06
254.0, 312.7209441453201, 7.098765432098766e-06
254.0, 312.7209441453201, 7.098765432098766e-06
254.0, 312.7209441453201, 7.098765432098766e-06
254.0, 312.7209441453201, 7.098765432098766e-06
255.0, 312.7209441453201, 7.098765432098766e-06
255.0, 312.7209441453201, 7.098765432098766e-06
255.0, 312.7209441453201, 7.098765432098766e-06
255.0, 312.7209441453201, 7.098765432098766e-06
255.0, 312.7209441453201, 7.098765432098766e-06
255.0, 312.7209441453201, 7.098765432098766e-06
255.0, 312.7209441453201, 7.098765432098766e-06
255.0, 312.7209441453201, 7.098765432098766e-06
255.0, 312.7209441453201, 7.098765432098766e-06
255.0, 312.7209441453201, 7.098765432098766e-06
256.0, 312.7209441453201, 7.098765432098766e-06
256.0, 312.7209441453201, 7.098765432098766e-06
256.0, 312.7209441453201, 7.098765432098766e-06
256.0, 312.7209441453201, 7.098765432098766e-06
256.0, 312.7209441453201, 7.098765432098766e-06
256.0, 312.7209441453201, 7.098765432098766e-06
256.0, 312.7209441453201, 7.098765432098766e-06
256.0, 312.7209441453201, 7.098765432098766e-06
256.0, 312.7209441453201, 7.098765432098766e-06
256.0, 312.7209441453201, 7.098765432098766e-06
257.0, 312.7209441453201, 7.098765432098766e-06
257.0, 312.7209441453201, 7.098765432098766e-06
257.0, 312.7209441453201, 7.098765432098766e-06
257.0, 312.7209441453201, 7.098765432098766e-06
257.0, 312.7209441453201, 7.098765432098766e-06
257.0, 312.7209441453201, 7.098765432098766e-06
257.0, 312.7209441453201, 7.098765432098766e-06
257.0, 312.7209441453201, 7.098765432098766e-06
